TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
main.java.net.mooctest.JCLO,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,1079,0.3,30,17,72,1088626,1524620326720,0.6242424242424243,111111111111111000000000001100000011011111111111011111111100001101010110000000000000000000111111111111101011000000011111110110000011111111111011111101111111111111111,0.5,101111111111111110011001100010101110111111101111100000110111111100000000000000000000000000011111111001101000000000,1.0,111111111,1,1,8,4,0.5150501672240803,01111011110111110111100111111110000110110101010000101111101010111101111111111011110101111111011111111110111111011111011111010000000000000000000000000000000000000000000000000000111111111011111111110111010000000000000000000000000000000000000000000000000000000011110111111011111110111111111111111111111,0.5,100110,1.0,1111111,1.0,1111111,0.5,110111111111111110100110010010101101111111011111100000110111111100000000000000000000000000011111111001100010000000
